PC6,number_of_charger,total_capacity,electricity_household,electricity_company,December 2017_EV,December 2018_EV,December 2019_EV,December 2020_EV,December 2021_EV,December 2022_EV,December 2017_hybrid,December 2018_hybrid,December 2019_hybrid,December 2020_hybrid,December 2021_hybrid,December 2022_hybrid
1016GL,1.0,11.0,3030.0,7700.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016GX,1.0,11.0,2500.0,5410.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016HM,1.0,11.0,1930.0,8360.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016HV,1.0,11.0,2120.0,11400.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016HX,1.0,11.0,1820.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016KD,1.0,11.0,1900.0,6560.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016KG,1.0,11.0,3270.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016KP,2.0,22.0,2120.0,4070.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LT,1.0,11.0,1880.0,11330.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NB,1.0,11.0,1540.0,6150.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NG,1.0,11.0,1930.0,15760.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NL,1.0,22.0,1820.0,10580.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NN,1.0,11.0,1630.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NP,1.0,11.0,1570.0,3910.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RL,1.0,11.0,2370.0,2660.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RM,1.0,11.0,1940.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SZ,1.0,11.0,2300.0,3730.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TB,1.0,11.0,2340.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TL,1.0,11.0,1610.0,91860.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TP,1.0,11.0,1580.0,7090.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TR,1.0,11.0,1410.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TZ,1.0,11.0,2270.0,23330.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VR,1.0,11.0,1930.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VT,1.0,11.0,1900.0,6480.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VV,1.0,11.0,1820.0,3660.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XH,1.0,11.0,1540.0,11950.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XK,6.0,66.0,1760.0,26430.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XP,1.0,11.0,1800.0,4280.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1017AJ,2.0,22.0,3000.0,19390.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AK,1.0,11.0,2090.0,3950.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AS,1.0,11.0,2280.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AV,1.0,11.0,2650.0,14920.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BS,1.0,11.0,2250.0,132830.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BV,1.0,11.0,2690.0,107940.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BW,1.0,11.0,2780.0,22410.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CC,1.0,11.0,3180.0,18020.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CD,2.0,22.0,2870.0,23090.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CG,1.0,22.0,0.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CJ,1.0,11.0,3340.0,25670.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DR,2.0,22.0,3130.0,53660.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DW,1.0,11.0,2120.0,136410.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017EA,1.0,11.0,2650.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017ED,1.0,11.0,3510.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017EG,1.0,11.0,2370.0,10560.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017EM,1.0,11.0,3200.0,11570.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017ET,1.0,11.0,2810.0,20270.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017GN,1.0,11.0,2020.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017HW,1.0,11.0,1930.0,6910.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017JD,2.0,22.0,3420.0,18090.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017JH,1.0,22.0,2200.0,9820.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017JK,1.0,11.0,2240.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KA,2.0,22.0,3360.0,6820.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KB,1.0,11.0,4010.0,4680.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KD,1.0,11.0,2990.0,12770.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KJ,1.0,11.0,2840.0,10460.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KL,1.0,11.0,2790.0,13480.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KV,1.0,11.0,2180.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KX,1.0,11.0,5070.0,6270.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017KZ,1.0,11.0,2050.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017LA,1.0,11.0,2700.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017LC,1.0,11.0,2170.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017LT,1.0,11.0,2420.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017LW,1.0,11.0,3070.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017NB,1.0,22.0,2720.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017RK,2.0,22.0,1830.0,40080.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017RM,2.0,22.0,2450.0,5230.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017RT,2.0,22.0,2140.0,8460.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017SB,1.0,11.0,0.0,28750.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017SG,1.0,11.0,3710.0,74510.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017SJ,1.0,11.0,2230.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017SK,2.0,33.0,1800.0,5310.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017TC,2.0,22.0,2240.0,4760.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017VW,2.0,22.0,2000.0,7860.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017WS,2.0,22.0,2510.0,91280.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017WZ,1.0,11.0,1620.0,4460.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XE,1.0,11.0,2120.0,6730.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XG,1.0,11.0,2430.0,5990.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XJ,1.0,22.0,1910.0,15420.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XK,2.0,22.0,5220.0,47960.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XL,1.0,22.0,3380.0,18570.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XM,3.0,33.0,2320.0,7440.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XN,1.0,11.0,2240.0,38730.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XS,1.0,22.0,2930.0,8520.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XW,1.0,22.0,3090.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017XZ,1.0,11.0,3550.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017ZJ,1.0,11.0,2020.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017ZL,2.0,22.0,1900.0,9080.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017ZN,1.0,11.0,0.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017ZS,1.0,11.0,2720.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1018AC,1.0,11.0,1740.0,35540.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018AD,1.0,11.0,2520.0,11040.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018AL,3.0,33.0,0.0,23680.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018AP,2.0,22.0,,,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018AR,1.0,22.0,1410.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018BH,1.0,11.0,1610.0,23280.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018BK,1.0,22.0,2440.0,14020.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018BR,1.0,22.0,1450.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018CC,1.0,22.0,2120.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018CG,1.0,11.0,2750.0,6710.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018CM,2.0,33.0,1940.0,29290.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018CN,1.0,11.0,1730.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018CZ,1.0,11.0,0.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018DD,1.0,11.0,2890.0,94160.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018DJ,1.0,11.0,2180.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018DR,1.0,11.0,1570.0,27780.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018DT,1.0,22.0,2200.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018EE,1.0,11.0,2360.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018EG,1.0,11.0,2390.0,3440.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018ET,1.0,11.0,2120.0,39150.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018GB,2.0,22.0,2550.0,9730.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018GJ,1.0,11.0,2760.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018GV,1.0,11.0,1770.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018GX,2.0,22.0,2620.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018HJ,1.0,11.0,3280.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018HL,1.0,22.0,1630.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018JE,1.0,11.0,2740.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018JG,1.0,22.0,1990.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018JR,1.0,11.0,1590.0,5510.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018KN,1.0,11.0,1630.0,5430.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018KP,1.0,22.0,2020.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018LJ,1.0,11.0,1830.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018LT,3.0,44.0,1720.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018LZ,1.0,11.0,1800.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018MR,1.0,11.0,2230.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018MS,1.0,11.0,1860.0,5430.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018MT,1.0,22.0,1900.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018MZ,3.0,44.0,1840.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018NC,1.0,11.0,2030.0,27460.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018NK,1.0,11.0,2030.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018NW,1.0,11.0,1560.0,7260.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018PE,1.0,11.0,2360.0,4530.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018RB,1.0,11.0,2140.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018RK,2.0,22.0,2380.0,17450.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018RW,1.0,11.0,1420.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018SK,1.0,11.0,2010.0,6120.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018SL,1.0,22.0,1680.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018SR,1.0,11.0,3120.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018SV,1.0,22.0,2650.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018TJ,1.0,22.0,2330.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018TS,1.0,22.0,1880.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018TV,4.0,44.0,1780.0,222710.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018TZ,1.0,22.0,1700.0,29660.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018VA,1.0,11.0,2650.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018VE,1.0,11.0,1860.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018VH,1.0,22.0,1530.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018VJ,1.0,22.0,1890.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018VM,1.0,11.0,2240.0,15000.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018VS,1.0,11.0,1790.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018WC,2.0,22.0,1930.0,74810.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018WG,2.0,22.0,1570.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018XK,2.0,22.0,1620.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018XW,1.0,11.0,2250.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018ZD,2.0,22.0,1890.0,3030.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018ZL,1.0,11.0,1990.0,7070.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018ZN,1.0,22.0,2400.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018ZS,1.0,11.0,1830.0,0.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1018ZZ,1.0,11.0,1610.0,7700.0,29.0,47.0,81.0,105.0,135.0,174.0,41.0,53.0,59.0,78.0,108.0,135.0
1019AA,1.0,11.0,0.0,17580.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019AD,1.0,11.0,0.0,10870.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019AH,2.0,22.0,0.0,5800.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019AX,1.0,11.0,3160.0,4380.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019BX,1.0,11.0,2480.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019CV,1.0,11.0,1990.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019DA,1.0,11.0,0.0,14400.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019DD,1.0,11.0,0.0,14610.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019DG,1.0,11.0,2900.0,3450.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019DP,2.0,33.0,2680.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019ED,3.0,44.0,3290.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019EH,1.0,11.0,0.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019GD,1.0,11.0,2670.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019HA,1.0,11.0,0.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019JZ,1.0,22.0,2090.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019KN,1.0,11.0,1920.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019KR,1.0,11.0,3000.0,1810.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019LB,1.0,22.0,0.0,6540.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019LL,3.0,33.0,2490.0,7820.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019LS,2.0,33.0,1900.0,3180.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019MD,1.0,22.0,1930.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019ME,1.0,11.0,1830.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019PK,1.0,11.0,1920.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019PM,1.0,11.0,2740.0,3450.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019PV,1.0,11.0,1680.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019RC,1.0,11.0,1560.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019RD,1.0,11.0,2470.0,13370.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019RR,2.0,44.0,2830.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019RV,1.0,11.0,2510.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019SC,1.0,11.0,2270.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019SE,1.0,11.0,2250.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019SG,1.0,22.0,2400.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019TB,1.0,11.0,2980.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019TD,2.0,33.0,2870.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019TH,1.0,11.0,2860.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019TK,2.0,22.0,2730.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019TR,1.0,22.0,2500.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019VC,1.0,11.0,1930.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
1019VK,1.0,22.0,2280.0,0.0,26.0,44.0,82.0,112.0,152.0,189.0,58.0,59.0,71.0,81.0,127.0,165.0
