PC6,number_of_charger,total_capacity,electricity_household,electricity_company,December 2017_EV,December 2018_EV,December 2019_EV,December 2020_EV,December 2021_EV,December 2022_EV,December 2017_hybrid,December 2018_hybrid,December 2019_hybrid,December 2020_hybrid,December 2021_hybrid,December 2022_hybrid
1095AA,,,1450.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AB,,,1620.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AC,,,2010.0,28070.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AD,,,2600.0,11140.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AE,,,2070.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AG,,,1750.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AH,,,1850.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AJ,,,1980.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AK,,,2590.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AL,,,2890.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AM,,,2550.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AN,,,2510.0,2990.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AP,,,1540.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AR,,,1650.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AS,,,1450.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AT,,,1700.0,6220.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AV,,,1580.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AW,,,1910.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AX,,,1510.0,14350.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095AZ,,,1170.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BA,,,1640.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BC,,,1270.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BD,,,1280.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BK,,,1540.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BM,,,1870.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BN,,,1670.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BP,,,1960.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BR,,,1880.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BS,,,2200.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BT,,,2030.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BV,,,1440.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BW,,,2170.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BX,,,2510.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095BZ,,,2560.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CA,,,1790.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CB,,,1790.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CC,,,1500.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CD,,,1620.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CJ,,,1470.0,28110.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CK,,,1520.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CL,,,2030.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CN,,,1360.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CP,,,1470.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CR,,,1860.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CV,,,0.0,10930.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CW,,,1650.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CX,,,2190.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095CZ,,,1720.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DA,,,2190.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DB,,,1600.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DC,,,1610.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DD,,,2110.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DE,,,2570.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DG,,,1990.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DH,,,0.0,17510.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DK,,,1440.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DM,,,1770.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DP,,,2610.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DR,,,1550.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DS,,,2060.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DT,,,1970.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DV,,,2620.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095DW,,,2360.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EA,,,1950.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EC,,,1850.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095ED,,,2180.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EE,,,900.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EJ,,,2200.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EK,,,1680.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EL,,,1930.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EM,,,1950.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EN,,,2060.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EP,,,1540.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095ER,,,1710.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EV,,,1950.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EW,,,1650.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095EX,,,2050.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GA,,,1930.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GB,,,2390.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GC,,,2190.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GD,,,1740.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GE,,,1480.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GG,,,2520.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GH,,,1780.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GJ,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GK,,,1230.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GL,,,1590.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GP,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GT,,,2020.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GV,,,1950.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GW,,,1660.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095GX,,,2620.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HA,,,2110.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HB,,,2300.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HC,,,1510.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HG,,,1760.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HH,,,1630.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HL,,,1510.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HM,,,1820.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HN,,,1750.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HP,,,1870.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HR,,,1510.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HS,,,1400.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HT,,,2300.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HV,,,2170.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HW,,,1680.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HX,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095HZ,,,1900.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JA,,,2160.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JB,,,2190.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JC,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JH,,,1510.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JJ,,,2090.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JL,,,1900.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JN,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JP,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JR,,,1530.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JS,,,1970.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JT,,,1500.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JV,,,2110.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JW,,,1450.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JX,,,1690.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095JZ,,,2360.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KA,,,1780.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KB,,,2120.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KE,,,0.0,2700.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KG,,,0.0,90460.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KH,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KJ,,,2300.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KK,,,4580.0,13320.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KL,,,0.0,16240.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KN,,,0.0,47210.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KP,,,3780.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KS,,,1750.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KT,,,1510.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KV,,,2230.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KX,,,1400.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095KZ,,,0.0,8570.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095LA,,,1620.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095LB,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095LC,,,1620.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095LD,,,1760.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095LE,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095LG,,,2720.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095LJ,,,2140.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MA,,,3930.0,5590.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MC,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MJ,,,1820.0,35110.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MK,,,0.0,29350.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095ML,,,2000.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MN,,,1280.0,41180.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MP,,,1900.0,41190.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MR,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MS,,,1450.0,17550.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MT,,,2090.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MV,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MW,,,2320.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095MX,,,1440.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095RP,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095RZ,,,1980.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095SE,,,2030.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095SG,,,1890.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095SH,,,1660.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095SJ,,,1960.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095SK,,,1590.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095ST,,,2410.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095SV,,,1460.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095SZ,,,1770.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TD,,,2190.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TE,,,1940.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TH,,,1820.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TJ,,,1330.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TL,,,1710.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TM,,,1830.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TN,,,1890.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TR,,,1560.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TS,,,0.0,5370.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TT,,,1640.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095TV,,,1900.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VA,,,1580.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VB,,,2230.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VC,,,1950.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VE,,,2040.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VG,,,1790.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VH,,,2180.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VK,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VL,,,1260.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VM,,,1490.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VN,,,1710.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VP,,,1670.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VR,,,1390.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VS,,,1680.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VT,,,1840.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VV,,,1650.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VW,,,1530.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VX,,,1490.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095VZ,,,1450.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095WB,,,1890.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095WG,,,2150.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095WH,,,2030.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095WJ,,,960.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XA,,,1930.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XB,,,2090.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XC,,,1660.0,780.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XG,,,1770.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XH,,,1660.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XJ,,,1800.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XL,,,1800.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XM,,,1700.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XN,,,1440.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XR,,,1390.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XS,,,2050.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XT,,,1780.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XV,,,0.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XW,,,1370.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
1095XX,,,1710.0,0.0,4.0,7.0,12.0,20.0,32.0,62.0,9.0,14.0,21.0,25.0,51.0,60.0
